,id,name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
55,5DMItYJluCFc7YtFdP4aXo,Have Yourself A Merry Little Christmas,George Ezra,0.551,0.325,0,-13.507,1,0.0286,0.81,0.000112,0.115,0.496,98.932,audio_features,spotify:track:5DMItYJluCFc7YtFdP4aXo,https://api.spotify.com/v1/tracks/5DMItYJluCFc7YtFdP4aXo,https://api.spotify.com/v1/audio-analysis/5DMItYJluCFc7YtFdP4aXo,213160,3
56,5DoGwwQAlYumpSSlDNMOwY,Rockin' Around The Christmas Tree - Single Version,Queen,0.475,0.068,0,-20.032,1,0.0319,0.893,0.00216,0.105,0.266,95.165,audio_features,spotify:track:5DoGwwQAlYumpSSlDNMOwY,https://api.spotify.com/v1/tracks/5DoGwwQAlYumpSSlDNMOwY,https://api.spotify.com/v1/audio-analysis/5DoGwwQAlYumpSSlDNMOwY,192421,3
57,3PIDciSFdrQxSQSihim3hN,All I Want for Christmas Is You,Josh Groban,0.561,0.782,3,-7.444,1,0.0317,0.022,0.0,0.109,0.704,127.148,audio_features,spotify:track:3PIDciSFdrQxSQSihim3hN,https://api.spotify.com/v1/tracks/3PIDciSFdrQxSQSihim3hN,https://api.spotify.com/v1/audio-analysis/3PIDciSFdrQxSQSihim3hN,153240,4
58,7Hz6LLOVxrojLPIHJJ1S0E,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Taylor Swift,0.426,0.177,5,-9.429,1,0.0436,0.954,0.0,0.317,0.317,133.483,audio_features,spotify:track:7Hz6LLOVxrojLPIHJJ1S0E,https://api.spotify.com/v1/tracks/7Hz6LLOVxrojLPIHJJ1S0E,https://api.spotify.com/v1/audio-analysis/7Hz6LLOVxrojLPIHJJ1S0E,170964,1
59,2rkb8ijsPapKDMEh0cSe8I,Christmas Time Is Here - Recorded at Sound Emporium Nashville,Dan + Shay,0.485,0.444,1,-6.232,1,0.195,0.373,2.5e-06,0.0969,0.777,179.967,audio_features,spotify:track:2rkb8ijsPapKDMEh0cSe8I,https://api.spotify.com/v1/tracks/2rkb8ijsPapKDMEh0cSe8I,https://api.spotify.com/v1/audio-analysis/2rkb8ijsPapKDMEh0cSe8I,161013,3
60,1XBc4r6ltXjkFJBrsttwIF,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",Mariah Carey,0.691,0.402,8,-12.149,1,0.0599,0.703,0.0,0.463,0.844,139.752,audio_features,spotify:track:1XBc4r6ltXjkFJBrsttwIF,https://api.spotify.com/v1/tracks/1XBc4r6ltXjkFJBrsttwIF,https://api.spotify.com/v1/audio-analysis/1XBc4r6ltXjkFJBrsttwIF,125827,4
61,4hrQGaFalrGJfcsILMxjuc,The Christmas Song (Chestnuts Roasting On An Open Fire),Sia,0.54,0.235,9,-9.676,1,0.0458,0.905,0.0,0.15,0.415,119.766,audio_features,spotify:track:4hrQGaFalrGJfcsILMxjuc,https://api.spotify.com/v1/tracks/4hrQGaFalrGJfcsILMxjuc,https://api.spotify.com/v1/audio-analysis/4hrQGaFalrGJfcsILMxjuc,218267,4
62,0JoLc8rgQBJhDMolSCuRuw,Last Christmas,Liz Gillies,0.706,0.633,2,-9.715,1,0.0303,0.674,0.0,0.155,0.823,128.88,audio_features,spotify:track:0JoLc8rgQBJhDMolSCuRuw,https://api.spotify.com/v1/tracks/0JoLc8rgQBJhDMolSCuRuw,https://api.spotify.com/v1/audio-analysis/0JoLc8rgQBJhDMolSCuRuw,123640,4
63,6C81GGUCNbEmR8gMIi0CpH,It's Not Christmas 'Til You Come Home - Recorded At Spotify Studios NYC,Sam Smith,0.515,0.876,0,-4.286,1,0.0603,0.0123,0.0,0.124,0.917,185.967,audio_features,spotify:track:6C81GGUCNbEmR8gMIi0CpH,https://api.spotify.com/v1/tracks/6C81GGUCNbEmR8gMIi0CpH,https://api.spotify.com/v1/audio-analysis/6C81GGUCNbEmR8gMIi0CpH,156773,4
64,4Z0l8dIngsalL0QdCun5CE,Take Me Home For Christmas,Mud,0.251,0.445,9,-9.564,0,0.0421,0.48,0.0,0.103,0.201,206.454,audio_features,spotify:track:4Z0l8dIngsalL0QdCun5CE,https://api.spotify.com/v1/tracks/4Z0l8dIngsalL0QdCun5CE,https://api.spotify.com/v1/audio-analysis/4Z0l8dIngsalL0QdCun5CE,215160,3
65,5PuKlCjfEVIXl0ZBp5ZW9g,My Only Wish (This Year),Tony Bennett,0.647,0.465,7,-8.308,1,0.0428,0.865,0.0,0.0882,0.699,151.251,audio_features,spotify:track:5PuKlCjfEVIXl0ZBp5ZW9g,https://api.spotify.com/v1/tracks/5PuKlCjfEVIXl0ZBp5ZW9g,https://api.spotify.com/v1/audio-analysis/5PuKlCjfEVIXl0ZBp5ZW9g,119787,4
66,4dFtIGQBrYjiskk7fN5Wmx,Under The Mistletoe,Bruce Springsteen,0.509,0.307,1,-9.616,0,0.0307,0.874,0.0,0.701,0.392,85.471,audio_features,spotify:track:4dFtIGQBrYjiskk7fN5Wmx,https://api.spotify.com/v1/tracks/4dFtIGQBrYjiskk7fN5Wmx,https://api.spotify.com/v1/audio-analysis/4dFtIGQBrYjiskk7fN5Wmx,143467,4
67,72HP2M4jjw4t0AIGdEVGEF,Christmas Love,Liam Payne,0.694,0.769,6,-4.665,1,0.0325,0.163,0.0,0.0976,0.663,93.033,audio_features,spotify:track:72HP2M4jjw4t0AIGdEVGEF,https://api.spotify.com/v1/tracks/72HP2M4jjw4t0AIGdEVGEF,https://api.spotify.com/v1/audio-analysis/72HP2M4jjw4t0AIGdEVGEF,203880,4
68,32OWobmyAz8J2qA8iWekyS,White Christmas,Devin Dawson,0.666,0.543,6,-9.188,0,0.0446,0.511,0.0,0.0911,0.881,161.947,audio_features,spotify:track:32OWobmyAz8J2qA8iWekyS,https://api.spotify.com/v1/tracks/32OWobmyAz8J2qA8iWekyS,https://api.spotify.com/v1/audio-analysis/32OWobmyAz8J2qA8iWekyS,182947,4
69,0cM5URUqqQTpJWonmdzF1J,The First Noël (with Faith Hill),Idina Menzel,0.685,0.391,1,-7.183,1,0.0435,0.744,0.0,0.142,0.443,87.101,audio_features,spotify:track:0cM5URUqqQTpJWonmdzF1J,https://api.spotify.com/v1/tracks/0cM5URUqqQTpJWonmdzF1J,https://api.spotify.com/v1/audio-analysis/0cM5URUqqQTpJWonmdzF1J,202547,4
70,1QLZKzC2pjP4ySf4ALrNhm,It's Christmas,John Legend,0.654,0.596,1,-4.68,1,0.0458,0.424,0.0,0.11,0.382,118.078,audio_features,spotify:track:1QLZKzC2pjP4ySf4ALrNhm,https://api.spotify.com/v1/tracks/1QLZKzC2pjP4ySf4ALrNhm,https://api.spotify.com/v1/audio-analysis/1QLZKzC2pjP4ySf4ALrNhm,169245,4
71,0QtJZpyfZF67QF32p41NXa,Thank God It's Christmas,Chris Rea,0.573,0.475,7,-8.11,1,0.0258,0.072,0.0,0.358,0.324,107.759,audio_features,spotify:track:0QtJZpyfZF67QF32p41NXa,https://api.spotify.com/v1/tracks/0QtJZpyfZF67QF32p41NXa,https://api.spotify.com/v1/audio-analysis/0QtJZpyfZF67QF32p41NXa,259227,3
72,23lpJkE7jJ4BVQhc3lj0VM,Christmas C’mon,Meghan Trainor,0.541,0.909,9,-3.101,1,0.0358,0.128,0.0,0.128,0.962,203.862,audio_features,spotify:track:23lpJkE7jJ4BVQhc3lj0VM,https://api.spotify.com/v1/tracks/23lpJkE7jJ4BVQhc3lj0VM,https://api.spotify.com/v1/audio-analysis/23lpJkE7jJ4BVQhc3lj0VM,220160,4
73,6Lv9ozIdb06duB01e6ZpNQ,"White Christmas - Spotify Singles - Holiday, Recorded at Air Studios, London",Dolly Parton,0.338,0.496,4,-7.212,1,0.0285,0.327,5.48e-06,0.161,0.188,173.98,audio_features,spotify:track:6Lv9ozIdb06duB01e6ZpNQ,https://api.spotify.com/v1/tracks/6Lv9ozIdb06duB01e6ZpNQ,https://api.spotify.com/v1/audio-analysis/6Lv9ozIdb06duB01e6ZpNQ,267227,3
74,2WUVQQAsWvScEdBVilRYaR,I'll Be Home,Ella Henderson,0.394,0.17,0,-10.368,1,0.0451,0.889,0.0,0.105,0.315,130.721,audio_features,spotify:track:2WUVQQAsWvScEdBVilRYaR,https://api.spotify.com/v1/tracks/2WUVQQAsWvScEdBVilRYaR,https://api.spotify.com/v1/audio-analysis/2WUVQQAsWvScEdBVilRYaR,247493,3
75,7lbto9KYTHq5V1PetjIMOF,Silent Night,Train,0.581,0.257,7,-10.079,0,0.0355,0.811,0.0,0.514,0.297,140.007,audio_features,spotify:track:7lbto9KYTHq5V1PetjIMOF,https://api.spotify.com/v1/tracks/7lbto9KYTHq5V1PetjIMOF,https://api.spotify.com/v1/audio-analysis/7lbto9KYTHq5V1PetjIMOF,181144,4
76,6MPpnJDLk37GEIM0iGGITd,One More Sleep,Usher,0.57,0.51,8,-8.148,1,0.057,0.763,0.0,0.285,0.841,76.919,audio_features,spotify:track:6MPpnJDLk37GEIM0iGGITd,https://api.spotify.com/v1/tracks/6MPpnJDLk37GEIM0iGGITd,https://api.spotify.com/v1/audio-analysis/6MPpnJDLk37GEIM0iGGITd,133773,4
77,5MknXpAUgINT11lxoobaJK,What Christmas Means To Me,ROZES,0.505,0.86,2,-6.276,1,0.425,0.198,0.0,0.125,0.576,191.535,audio_features,spotify:track:5MknXpAUgINT11lxoobaJK,https://api.spotify.com/v1/tracks/5MknXpAUgINT11lxoobaJK,https://api.spotify.com/v1/audio-analysis/5MknXpAUgINT11lxoobaJK,199547,4
78,3QIoEi8Enr9uHffwInGIsC,Driving Home for Christmas,Helene Fischer,0.612,0.289,9,-11.568,1,0.0421,0.599,0.00266,0.0561,0.466,183.18,audio_features,spotify:track:3QIoEi8Enr9uHffwInGIsC,https://api.spotify.com/v1/tracks/3QIoEi8Enr9uHffwInGIsC,https://api.spotify.com/v1/audio-analysis/3QIoEi8Enr9uHffwInGIsC,177440,3
79,5SBSN8IJo4kJP3umV27zaY,Oh Santa! (feat. Ariana Grande & Jennifer Hudson),Kelly Clarkson,0.311,0.421,9,-8.958,1,0.0332,0.819,0.0,0.274,0.491,132.854,audio_features,spotify:track:5SBSN8IJo4kJP3umV27zaY,https://api.spotify.com/v1/tracks/5SBSN8IJo4kJP3umV27zaY,https://api.spotify.com/v1/audio-analysis/5SBSN8IJo4kJP3umV27zaY,177520,4
80,3AgiRs3oxc2dFh0CPUHXJs,The Lighthouse Keeper,Sheffield,0.498,0.432,9,-14.386,1,0.0345,0.688,0.0,0.136,0.365,135.015,audio_features,spotify:track:3AgiRs3oxc2dFh0CPUHXJs,https://api.spotify.com/v1/tracks/3AgiRs3oxc2dFh0CPUHXJs,https://api.spotify.com/v1/audio-analysis/3AgiRs3oxc2dFh0CPUHXJs,245333,3
81,6YJdPrH3i2POzu7hdHIRrb,"Baby, It's Cold Outside (feat. Meghan Trainor)",Mel & Kim,0.748,0.778,0,-5.752,1,0.137,0.0501,0.0,0.284,0.777,95.989,audio_features,spotify:track:6YJdPrH3i2POzu7hdHIRrb,https://api.spotify.com/v1/tracks/6YJdPrH3i2POzu7hdHIRrb,https://api.spotify.com/v1/audio-analysis/6YJdPrH3i2POzu7hdHIRrb,170933,4
82,0tXPhc8LvM4dPvoRwI66XQ,Jingle Bell Rock,Christina Aguilera,0.282,0.101,7,-14.657,1,0.0315,0.934,5.05e-05,0.159,0.141,83.13,audio_features,spotify:track:0tXPhc8LvM4dPvoRwI66XQ,https://api.spotify.com/v1/tracks/0tXPhc8LvM4dPvoRwI66XQ,https://api.spotify.com/v1/audio-analysis/0tXPhc8LvM4dPvoRwI66XQ,264827,4
83,4fzyvSu73BhGvi96p2zwjL,Christmas Without You,The Jackson 5,0.312,0.418,7,-9.146,1,0.0296,0.131,0.000679,0.0836,0.237,130.795,audio_features,spotify:track:4fzyvSu73BhGvi96p2zwjL,https://api.spotify.com/v1/tracks/4fzyvSu73BhGvi96p2zwjL,https://api.spotify.com/v1/audio-analysis/4fzyvSu73BhGvi96p2zwjL,242496,4
84,5wTM2Bm8phDwHAuOsfBwhU,Santa Tell Me,Natalie Taylor,0.22,0.708,7,-9.051,1,0.035,0.00292,0.0267,0.102,0.453,66.214,audio_features,spotify:track:5wTM2Bm8phDwHAuOsfBwhU,https://api.spotify.com/v1/tracks/5wTM2Bm8phDwHAuOsfBwhU,https://api.spotify.com/v1/audio-analysis/5wTM2Bm8phDwHAuOsfBwhU,220427,4
85,1F8tXdM8cz9bH5PiK1SuAB,"Merry Christmas, Happy Holidays",Stevie Wonder,0.774,0.508,11,-9.115,1,0.0335,0.288,0.0,0.069,0.773,94.72,audio_features,spotify:track:1F8tXdM8cz9bH5PiK1SuAB,https://api.spotify.com/v1/tracks/1F8tXdM8cz9bH5PiK1SuAB,https://api.spotify.com/v1/audio-analysis/1F8tXdM8cz9bH5PiK1SuAB,225840,4
86,79a2ejVzj2SpXkpWdfv1Co,You and Me and Christmastime,Shakin' Stevens,0.485,0.297,1,-12.332,1,0.0794,0.777,0.0,0.124,0.622,154.639,audio_features,spotify:track:79a2ejVzj2SpXkpWdfv1Co,https://api.spotify.com/v1/tracks/79a2ejVzj2SpXkpWdfv1Co,https://api.spotify.com/v1/audio-analysis/79a2ejVzj2SpXkpWdfv1Co,175987,4
87,3zJw3rugfpVrmBeDDnUYzy,I Wish It Could Be Christmas Everyday,Paul McCartney,0.328,0.607,2,-11.076,1,0.0315,0.318,0.0,0.765,0.395,146.537,audio_features,spotify:track:3zJw3rugfpVrmBeDDnUYzy,https://api.spotify.com/v1/tracks/3zJw3rugfpVrmBeDDnUYzy,https://api.spotify.com/v1/audio-analysis/3zJw3rugfpVrmBeDDnUYzy,213880,3
88,0QPYn15U8IQHKcH2LDfrek,Here Comes Santa Claus (Right Down Santa Claus Lane),Kylie Minogue,0.735,0.645,11,-8.147,0,0.0273,0.277,0.0,0.458,0.881,106.753,audio_features,spotify:track:0QPYn15U8IQHKcH2LDfrek,https://api.spotify.com/v1/tracks/0QPYn15U8IQHKcH2LDfrek,https://api.spotify.com/v1/audio-analysis/0QPYn15U8IQHKcH2LDfrek,266147,4
89,1ADjWm8QNhgNV8yCNNgQ1T,Man With The Bag,Ella Fitzgerald,0.464,0.63,7,-7.337,1,0.182,0.0464,0.0,0.295,0.527,132.96,audio_features,spotify:track:1ADjWm8QNhgNV8yCNNgQ1T,https://api.spotify.com/v1/tracks/1ADjWm8QNhgNV8yCNNgQ1T,https://api.spotify.com/v1/audio-analysis/1ADjWm8QNhgNV8yCNNgQ1T,204093,5
90,6XzpeMXDvLC86GvAfnUsIA,I Need You Christmas,Norah Jones,0.672,0.369,0,-13.081,1,0.0301,0.589,0.0,0.0957,0.863,140.49,audio_features,spotify:track:6XzpeMXDvLC86GvAfnUsIA,https://api.spotify.com/v1/tracks/6XzpeMXDvLC86GvAfnUsIA,https://api.spotify.com/v1/audio-analysis/6XzpeMXDvLC86GvAfnUsIA,133093,4
91,5Q2P43CJra0uRAogjHyJDK,Have Yourself a Merry Little Christmas,Eagles,0.583,0.572,1,-4.776,1,0.0366,0.738,0.0,0.266,0.684,113.998,audio_features,spotify:track:5Q2P43CJra0uRAogjHyJDK,https://api.spotify.com/v1/tracks/5Q2P43CJra0uRAogjHyJDK,https://api.spotify.com/v1/audio-analysis/5Q2P43CJra0uRAogjHyJDK,173560,4
92,7taXf5odg9xCAZERYfyOkS,You Make It Feel Like Christmas (feat. Blake Shelton),Donny Hathaway,0.485,0.857,2,-7.059,1,0.0442,0.534,0.0,0.347,0.963,148.749,audio_features,spotify:track:7taXf5odg9xCAZERYfyOkS,https://api.spotify.com/v1/tracks/7taXf5odg9xCAZERYfyOkS,https://api.spotify.com/v1/audio-analysis/7taXf5odg9xCAZERYfyOkS,182360,4
93,10JBIfvldDR2TnT5sphGc2,Mistletoe and Holly,Chuck Berry,0.492,0.828,0,-2.14,1,0.0662,0.00253,0.0,0.342,0.567,81.409,audio_features,spotify:track:10JBIfvldDR2TnT5sphGc2,https://api.spotify.com/v1/tracks/10JBIfvldDR2TnT5sphGc2,https://api.spotify.com/v1/audio-analysis/10JBIfvldDR2TnT5sphGc2,232213,4
94,0Yeh2VJCsxSgbftSGTiUbN,Do They Know It's Christmas? - 1984 Version,*NSYNC,0.7,0.884,2,-3.988,0,0.177,0.00841,0.0,0.101,0.852,131.977,audio_features,spotify:track:0Yeh2VJCsxSgbftSGTiUbN,https://api.spotify.com/v1/tracks/0Yeh2VJCsxSgbftSGTiUbN,https://api.spotify.com/v1/audio-analysis/0Yeh2VJCsxSgbftSGTiUbN,165333,4
95,32h59T8q2SonUPJ006lyXt,Christmas (Baby Please Come Home),Katy Perry,0.575,0.744,1,-5.466,1,0.0603,0.0687,0.0,0.0723,0.701,183.79,audio_features,spotify:track:32h59T8q2SonUPJ006lyXt,https://api.spotify.com/v1/tracks/32h59T8q2SonUPJ006lyXt,https://api.spotify.com/v1/audio-analysis/32h59T8q2SonUPJ006lyXt,241507,4
96,5aDoUmxBsbdpS16alksb5Z,Christmas Lights,Babyface,0.566,0.246,10,-15.499,1,0.0276,0.813,1.48e-06,0.195,0.412,101.529,audio_features,spotify:track:5aDoUmxBsbdpS16alksb5Z,https://api.spotify.com/v1/tracks/5aDoUmxBsbdpS16alksb5Z,https://api.spotify.com/v1/audio-analysis/5aDoUmxBsbdpS16alksb5Z,165667,4
97,2nMZx7QHerfo4Wv37xNUEC,Fairytale of New York (feat. Kirsty MacColl),Daryl Hall & John Oates,0.54,0.734,7,-4.668,1,0.0366,0.365,0.0,0.132,0.36,123.877,audio_features,spotify:track:2nMZx7QHerfo4Wv37xNUEC,https://api.spotify.com/v1/tracks/2nMZx7QHerfo4Wv37xNUEC,https://api.spotify.com/v1/audio-analysis/2nMZx7QHerfo4Wv37xNUEC,216907,4
98,30WHma5z5Sty54jbtoxYEy,A Holly Jolly Christmas - Single Version,Faith Hill,0.679,0.622,7,-12.837,0,0.0961,0.77,1.34e-05,0.117,0.961,152.027,audio_features,spotify:track:30WHma5z5Sty54jbtoxYEy,https://api.spotify.com/v1/tracks/30WHma5z5Sty54jbtoxYEy,https://api.spotify.com/v1/audio-analysis/30WHma5z5Sty54jbtoxYEy,164573,4
99,2qoZNAP3JLyIOtbsPtBjvV,Merry Christmas Baby,Backstreet Boys,0.478,0.542,5,-10.135,1,0.0367,0.244,0.0,0.0839,0.821,167.486,audio_features,spotify:track:2qoZNAP3JLyIOtbsPtBjvV,https://api.spotify.com/v1/tracks/2qoZNAP3JLyIOtbsPtBjvV,https://api.spotify.com/v1/audio-analysis/2qoZNAP3JLyIOtbsPtBjvV,147227,4
100,1hvpDAxZPKjKztOc72sv06,Run Rudolph Run,Cliff Richard,0.599,0.642,0,-6.936,1,0.0363,0.164,3.33e-05,0.0992,0.349,115.412,audio_features,spotify:track:1hvpDAxZPKjKztOc72sv06,https://api.spotify.com/v1/tracks/1hvpDAxZPKjKztOc72sv06,https://api.spotify.com/v1/audio-analysis/1hvpDAxZPKjKztOc72sv06,222533,4
101,4y69lx0SFFZZrcbyy9sV6n,Before Christmas,Andreas Weise,0.796,0.408,4,-10.629,1,0.0532,0.28,0.0,0.12,0.391,120.084,audio_features,spotify:track:4y69lx0SFFZZrcbyy9sV6n,https://api.spotify.com/v1/tracks/4y69lx0SFFZZrcbyy9sV6n,https://api.spotify.com/v1/audio-analysis/4y69lx0SFFZZrcbyy9sV6n,194087,4
102,1OjmlSFuzYflWjSMTCyTJv,Merry Christmas Everyone - Remastered,Otis Redding,0.725,0.571,1,-6.007,1,0.102,0.0183,0.0,0.0519,0.61,146.035,audio_features,spotify:track:1OjmlSFuzYflWjSMTCyTJv,https://api.spotify.com/v1/tracks/1OjmlSFuzYflWjSMTCyTJv,https://api.spotify.com/v1/audio-analysis/1OjmlSFuzYflWjSMTCyTJv,200880,4
103,3AlpkljBS1AU7HFVPms8K6,Mistletoe and Wine,Band Aid,0.669,0.854,1,-4.486,1,0.0999,0.0205,0.0,0.047,0.707,93.057,audio_features,spotify:track:3AlpkljBS1AU7HFVPms8K6,https://api.spotify.com/v1/tracks/3AlpkljBS1AU7HFVPms8K6,https://api.spotify.com/v1/audio-analysis/3AlpkljBS1AU7HFVPms8K6,206533,4
104,3Xr6kOC4De4Lk41lF9nzTy,Frosty The Snowman,Lindsey Stirling,0.632,0.515,10,-8.444,1,0.0292,0.567,0.0,0.329,0.473,99.936,audio_features,spotify:track:3Xr6kOC4De4Lk41lF9nzTy,https://api.spotify.com/v1/tracks/3Xr6kOC4De4Lk41lF9nzTy,https://api.spotify.com/v1/audio-analysis/3Xr6kOC4De4Lk41lF9nzTy,206787,4
105,2FWKbF1s4s5Z8ZQkyIGNQU,Make It To Christmas,Jennifer Hudson,0.507,0.616,4,-4.746,1,0.0377,0.744,2.98e-06,0.261,0.353,65.372,audio_features,spotify:track:2FWKbF1s4s5Z8ZQkyIGNQU,https://api.spotify.com/v1/tracks/2FWKbF1s4s5Z8ZQkyIGNQU,https://api.spotify.com/v1/audio-analysis/2FWKbF1s4s5Z8ZQkyIGNQU,161093,4
106,25xgW0go6n2VEyiTclAkBK,Naughty List (with Dixie),Wham!,0.764,0.162,5,-10.16,1,0.0488,0.811,0.0,0.121,0.663,148.142,audio_features,spotify:track:25xgW0go6n2VEyiTclAkBK,https://api.spotify.com/v1/tracks/25xgW0go6n2VEyiTclAkBK,https://api.spotify.com/v1/audio-analysis/25xgW0go6n2VEyiTclAkBK,130520,4
107,2Y0ktCGrGoGcQFXsGztvhi,"Holidays (feat. Earth, Wind & Fire)",Leona Lewis,0.619,0.771,9,-2.204,1,0.0601,0.0318,0.0,0.114,0.704,81.966,audio_features,spotify:track:2Y0ktCGrGoGcQFXsGztvhi,https://api.spotify.com/v1/tracks/2Y0ktCGrGoGcQFXsGztvhi,https://api.spotify.com/v1/audio-analysis/2Y0ktCGrGoGcQFXsGztvhi,154747,4
108,1GpPsjjd4D1jsteGYpGGIN,Christmas Time Is Here,Bobby Helms,0.681,0.474,7,-8.623,0,0.0423,0.621,1.24e-06,0.137,0.7,71.957,audio_features,spotify:track:1GpPsjjd4D1jsteGYpGGIN,https://api.spotify.com/v1/tracks/1GpPsjjd4D1jsteGYpGGIN,https://api.spotify.com/v1/audio-analysis/1GpPsjjd4D1jsteGYpGGIN,142840,4
109,1sFWEpf1aPYN576LS1aa4Y,Like It's Christmas,Jamie Cullum,0.172,0.363,10,-11.667,1,0.0343,0.812,0.0,0.113,0.236,174.903,audio_features,spotify:track:1sFWEpf1aPYN576LS1aa4Y,https://api.spotify.com/v1/tracks/1sFWEpf1aPYN576LS1aa4Y,https://api.spotify.com/v1/audio-analysis/1sFWEpf1aPYN576LS1aa4Y,219293,3
110,2K4XbdyLxi9jhqVQeyUKRK,The Christmas Song (Shawn Mendes & Camila Cabello),Camila Cabello,0.437,0.802,2,-5.063,1,0.111,0.0168,0.0,0.086,0.704,178.137,audio_features,spotify:track:2K4XbdyLxi9jhqVQeyUKRK,https://api.spotify.com/v1/tracks/2K4XbdyLxi9jhqVQeyUKRK,https://api.spotify.com/v1/audio-analysis/2K4XbdyLxi9jhqVQeyUKRK,225688,4
111,1sEC3X76vXgpsgnfaXEMwR,Winter Wonderland,Stevie Mackey,0.194,0.296,3,-10.429,1,0.0322,0.741,2.82e-05,0.0862,0.121,91.547,audio_features,spotify:track:1sEC3X76vXgpsgnfaXEMwR,https://api.spotify.com/v1/tracks/1sEC3X76vXgpsgnfaXEMwR,https://api.spotify.com/v1/audio-analysis/1sEC3X76vXgpsgnfaXEMwR,273573,3
